DATAFLOW,MEASURE,UNIT_MEASURE,REF_AREA,FREQ,CPI_DIV,SOURCE_DETAIL,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,UNIT_MULT
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2015-05,0.16,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2015-06,0.02,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2015-07,-0.13,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2015-08,0.02,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2015-09,-0.13,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2015-10,0.18,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2015-11,-0.14,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2015-12,0.05,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2016-01,-0.2,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2016-02,0.02,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2016-03,-0.38,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2016-04,-0.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2016-05,0.55,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2016-06,-0.4,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2016-07,0.56,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2016-08,1.95,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2016-09,-0.11,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2016-10,0.22,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2016-11,-0.39,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2016-12,0.51,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2017-01,6.62,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2017-02,2.65,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2017-03,-0.03,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2017-04,-0.35,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2017-05,-1.15,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2017-06,0.14,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2017-07,0.24,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2017-08,1.14,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2017-09,-0.32,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2017-10,-0.47,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2017-11,0.28,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2017-12,0.4,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2018-01,4.31,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2018-02,0.17,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2018-03,-0.49,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2018-04,0.05,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2018-05,0.07,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2018-06,-0.93,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2018-07,-0.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2018-08,-0.46,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2018-09,-0.94,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2018-10,-0.64,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2018-11,0.15,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2018-12,0.12,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2019-01,1.07,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2019-02,3.3,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2019-03,-1.55,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2019-04,-2.03,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2019-05,-0.12,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2019-06,0.4,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2019-07,0.27,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2019-08,0.07,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2019-09,0.04,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2019-10,-0.13,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2019-11,-0.12,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2019-12,-1.17,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2020-01,0.31,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2020-02,-0.22,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2020-03,-0.18,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2020-04,1.43,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2020-05,-0.19,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2020-06,0.56,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2020-07,-0.67,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2020-08,0.42,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2020-09,-1.83,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2020-10,0.52,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2020-11,0.17,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,MIS,FCSA,2020-12,0.01,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2021-01,2.8,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2021-02,1.42,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2021-03,-2.42,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2021-04,-3.52,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2021-05,-2.68,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2021-06,-2.4,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2021-07,-1.53,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2021-08,-1.12,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2021-09,0.28,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2021-10,1.91,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2021-11,3.65,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2021-12,3.71,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2023-01,5.96,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2023-02,6.25,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2023-03,6.03,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2023-04,5.88,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2023-05,4.31,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2023-06,3.78,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2023-07,3.02,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2023-08,2.45,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2023-09,2.75,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2023-10,0.73,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2023-11,2.65,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2023-12,2.76,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2024-01,2.83,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2024-02,2.25,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2024-03,2.19,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2024-04,1.08,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2024-05,1.74,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2024-06,1.72,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2024-07,2.05,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2024-08,2.81,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2024-09,1.91,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2024-10,2.55,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2024-11,1.41,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2024-12,1.67,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2025-01,0.88,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2025-02,0.18,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2025-03,0.18,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2025-04,0,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2025-05,-0.13,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2025-06,0.55,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2025-07,-0.12,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2025-08,-0.81,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2025-09,0.46,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2025-10,0.59,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2025-11,0.72,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FNB,FCSA,2025-12,1.02,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2021-01,-0.47,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2021-02,0.09,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2021-03,-0.5,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2021-04,-2.15,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2021-05,-1.12,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2021-06,-1.81,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2021-07,-2.44,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2021-08,-2.83,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2021-09,-0.71,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2021-10,-1.3,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2021-11,-0.72,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2021-12,-1.02,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2023-01,3.31,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2023-02,2.78,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2023-03,3.62,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2023-04,3.22,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2023-05,2.53,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2023-06,2.45,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2023-07,2.56,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2023-08,1.54,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2023-09,1.69,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2023-10,1.96,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2023-11,1.85,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2023-12,1.58,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2024-01,2.19,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2024-02,2.92,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2024-03,1.41,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2024-04,1.94,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2024-05,2.34,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2024-06,1.84,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2024-07,3.25,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2024-08,2.85,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2024-09,3.9,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2024-10,3.53,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2024-11,4.54,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2024-12,3.73,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2025-01,2.89,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2025-02,2.71,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2025-03,2.77,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2025-04,3.03,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2025-05,2.66,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2025-06,3.02,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2025-07,2.17,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2025-08,2.61,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2025-09,2,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2025-10,2.3,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2025-11,1.55,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,MIS,FCSA,2025-12,2.73,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2021-01,101.3,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2021-02,101,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2021-03,100.55,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2021-04,100.34,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2021-05,100.16,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2021-06,99.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2021-07,99.72,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2021-08,99.57,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2021-09,99.44,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2021-10,99.33,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2021-11,99.36,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2021-12,99.28,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2022-01,99.2,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2022-02,99.08,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2022-03,98.97,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2022-04,99.06,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2022-05,99.12,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2022-06,99.27,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2022-07,99.42,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2022-08,99.65,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2022-09,100.01,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2022-10,100.77,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2022-11,100.87,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2022-12,101.11,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2023-01,101.29,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2023-02,101.51,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2023-03,101.72,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2023-04,101.89,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2023-05,102.3,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2023-06,102.51,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2023-07,102.75,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2023-08,103.52,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2023-09,103.74,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2023-10,103.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2023-11,104.34,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2023-12,104.43,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2024-01,104.69,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2024-02,104.61,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2024-03,104.9,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2024-04,105.11,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2024-05,105.4,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2024-06,105.73,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2024-07,106.05,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2024-08,106.78,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2024-09,107.23,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2024-10,107.58,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2024-11,107.88,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2024-12,108.16,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2025-01,108.47,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2025-02,108.84,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2025-03,109.12,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2025-04,109.45,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2025-05,109.67,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2025-06,109.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2025-07,110.28,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2025-08,110.62,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2025-09,111.11,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2025-10,111.56,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2025-11,112.18,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX21,INDX,AE,M,HOU,FCSA,2025-12,112.5,2,,
